control_stress	beta_power	gamma_power	alpha_power	reported_anxiety	participant_number
1	0.001866850966449	-0.28628976523987	-0.139185053278675	1	22
1	2.01592199240086	-1.31564440080561	3.8452750551415	1	22
1	0.54015738956115	0.720846164244564	-1.69056081973546	1	22
1	-0.923407374967747	-1.42926090126035	1.18438597490746	1	22
1	1.55888238001366	-1.17881234456092	-1.22277659461809	1	22
1	1.6547229608368	0.128947762064547	-0.23180757978154	1	22
1	1.29716528675521	0.30403004865396	-0.860207982883266	1	22
1	0.981029781677777	1.21889422968616	-0.221056505934873	1	22
1	-0.798545092721755	0.236215777958148	-1.0510202777541	1	22
1	-0.649305276443299	-0.098082872369065	-0.599986921870637	1	22
1	-0.847117679024511	0.046400489747805	-1.00638531994924	1	22
1	-0.662858836800575	1.72060296892659	-1.04622886692322	1	22
1	1.20291844689616	-1.12548093016711	-1.66899112257766	1	22
1	-1.22257903193409	0.385321545668878	-1.26669115670339	1	22
1	-0.989634671780345	-0.876076716596692	-0.105605460693442	1	22
1	-1.09128368810467	-1.33251219370491	1.16612998123026	1	22
1	-0.579082227068428	-1.21941159170878	0.35608115408159	1	22
1	0.92217196562638	-0.810716209386092	-1.16369183497025	1	22
1	-2.23035775630103	1.07573382330203	-1.06305344008628	1	22
1	-1.60475667328197	2.92580750243815	-1.35489032085234	1	22
1	0.286242349696151	0.520675465534112	-0.38928393886967	1	22
1	1.21554565357652	-0.201127955017521	-0.576740028696558	1	22
1	0.45091807648665	3.02256999685601	0.220297879912318	1	22
1	-1.13773993156305	-0.101272912925126	1.97852779597254	1	22
1	1.22357349556451	-0.944828978856119	0.357770492304534	1	22
1	3.59062877397032	1.58853220532381	2.29159650879964	1	22
1	2.00624723165118	-0.497184009140612	-1.01276915625606	1	22
1	-0.080847819895254	-0.922334258676924	-0.749918535210329	1	22
1	-1.08138329129385	-0.41619542881738	-0.42828105802681	1	22
1	0.794647170526809	-0.690521239953133	-0.256232225710991	1	22
1	-0.226399703473641	-0.158301576953036	-1.14263450139736	1	22
1	-0.130643277966876	-0.317270295525359	3.02830717248649	1	22
1	-1.04844582340758	0.083124486151146	1.87498156044062	1	22
1	0.368578142605116	-0.949803501136951	1.94158128200656	1	22
1	0.958727926121181	-0.16681656622146	-1.69264801461183	1	22
1	-1.49399005217573	-0.089680094158865	1.88651292670872	1	22
1	-1.4069766590249	0.944340171119914	1.0786027310745	1	22
1	0.875340302283148	3.00414517707475	-1.32315671489313	1	22
1	-0.445065087040892	-0.767485004755228	1.34195709918893	1	22
1	-1.10683893996762	0.806639357970314	0.456078929289762	1	22
1	-0.549811256859732	-1.87230380876139	-0.525191603821882	1	22
1	0.137519547248405	-0.677253462401934	-0.734537881840324	1	22
1	0.346623134824693	-0.103629683580371	0.810488034982102	1	22
1	-0.035904845205433	-0.61905577653274	-0.560326234070334	1	22
1	0.352173162589732	-1.19726005930408	0.668364174269733	1	22
1	1.20366681921875	0.929880170035149	-1.13655960804972	1	22
1	0.186187868194284	0.622626038696817	0.59467908882532	1	22
1	0.008819743906036	0.922193722147243	0.625148857348763	1	22
1	-0.698682094620652	-1.50658546300467	-0.643414303652756	1	22
1	0.156567750575181	-0.25293891980179	0.278233884135147	1	22
1	2.71407028414272	0.165973260033332	-0.298005425466002	1	22
1	0.286427004485143	-1.01429331227977	1.25928477855979	1	22
1	-2.17867249489218	-0.138405417505407	-0.317012803626996	1	22
1	-0.96376408314928	0.084510339139572	-0.315735638736103	1	22
1	-0.300338101109104	0.488962558888436	-1.15194322807379	1	22
1	0.113778203706359	0.092144474806568	-0.438742630683456	1	22
1	-0.944372604487146	-0.550095198124395	-1.9847647175829	1	22
1	-1.03650301386081	0.056626608080009	-0.910172425051139	1	22
1	0.275110284510216	0.233026583432368	5.74154345522396	1	22
1	-0.9164676803505	-0.536229586902456	-1.03351478225876	1	22
1	-1.07964085974147	-0.679015815464387	0.603619646022902	1	22
1	-1.11540568705568	-1.12593110516416	-1.40752070839974	1	22
1	-0.617735165804481	-1.52338952224101	0.670910508601808	1	22
1	-1.2952245537582	-0.580384493037879	-0.719158396140045	1	22
1	-1.23642463481315	-0.798910292993366	-0.94335324416303	1	22
1	0.550206092666896	-0.799056164289971	-1.12980763818934	1	22
1	-1.08150932279339	-0.620038821746188	-0.021187275100593	1	23
1	0.931774128157951	-1.66370723417309	1.16436984233633	1	23
1	2.57240283432088	-1.83818290815892	1.44533199848842	1	23
1	-0.753653048675418	0.419797763406355	-0.501686467043839	1	23
1	-0.941099033364064	-1.31378941136773	-0.504496153986837	1	23
1	1.29315005483104	-0.963839711988305	1.33230400250003	1	23
1	0.133172637221736	0.014371047294319	-0.696749523587512	1	23
1	2.9895127836472	-0.726909615804116	0.663940638179604	1	23
1	0.327289909365033	4.85899937292175	0.277861449252799	1	23
1	-0.502451689947536	-0.291643000903925	0.221145130749211	1	23
1	0.746992964907148	-0.133967698822723	0.818812858609116	1	23
1	-1.13480683138715	-0.088390847079697	-0.421833542099477	1	23
1	0.320728872258414	4.43011721471453	-0.777585604532354	1	23
1	0.514001561576864	-0.168573252075874	1.43898359540105	1	23
1	0.03484472609423	-1.27005570616716	1.05324936838889	1	23
1	-0.221156302580674	-1.76692378185072	-1.02202841576521	1	23
1	-1.22758922817503	-0.779391234488643	-0.198049871550699	1	23
1	-1.35927992877813	-0.465521396676762	-1.00962391969219	1	23
1	1.44238561823668	-0.241168488990717	-0.858913846935488	1	23
1	0.873306837441569	0.982846504834816	0.114716062739129	1	23
1	2.1774547744386	1.27944247117259	-0.434473878166872	1	23
1	0.106460534042412	-1.01958662338015	-0.933411863432906	1	23
1	-1.27574719136996	-0.901045721905446	-2.35389636889897	1	23
1	-1.50487904934096	0.817598772140813	-0.519901785037771	1	23
1	-1.0020310426791	-0.270956301542719	1.52843334584137	1	23
1	-0.1004930036362	1.61910802687983	-1.49261035308598	1	23
1	0.141770311113244	0.516391343387861	-1.79423421202854	1	23
1	0.869773569523977	-0.07787109934872	0.03258412247091	1	23
1	0.261366350576196	-0.665624667445256	1.04680468645581	1	23
1	-0.164009336550925	0.484720263487046	-0.72223387518065	1	23
1	-0.733398290391016	-0.788842031760231	-0.248530349271436	1	23
1	0.414391402144511	1.18599717561094	0.384655195868932	1	23
1	0.087653766094757	1.01088929997343	0.532559742716995	1	23
1	-0.342632881332088	-1.1275228831601	0.731179643962411	1	23
1	-1.26044298181162	-0.953080219971649	-0.390779602606638	1	23
1	0.909056540182407	-0.613633779118302	0.394735275746256	1	23
1	-0.288209373654843	-0.109618728675478	2.25438385885113	1	23
1	2.07059427443047	-0.378583260862812	-0.986962012541299	1	23
1	0.4226786147568	0.553575818145553	1.3167408151506	1	23
1	0.804566055631983	-0.545567008783032	-0.66815933618235	1	23
1	-0.475309400385001	1.09411965115359	-0.38563515430072	1	23
1	-0.095065176722313	0.694309467448029	-0.500549094280987	1	23
1	0.548489809124005	1.66872869577161	3.50395948134764	1	23
1	-0.980173776683902	1.65336524893913	-0.159403693947348	1	23
1	-1.13181284435415	2.56606391074118	3.28450441558381	1	23
1	-0.359651852396234	0.487858867888898	-1.19495436487741	1	23
1	-0.409835185444162	0.073367068556972	1.35106535443176	1	23
1	0.945895085808582	-0.334783343594105	-0.94690493914948	1	23
1	0.677219115599271	0.864783080219815	2.19914098070083	1	23
1	0.206326188997952	0.105980896483242	-0.697882852312147	1	23
1	2.4645315438711	-0.73328296133936	0.049462169180757	1	23
1	-0.174731093086092	-0.662991553643878	0.430860790695531	1	23
1	-1.41526199741543	2.12104354958569	0.955369402936056	1	23
1	0.915199088033624	-0.603889773252474	-0.634643754652537	1	23
1	0.123119342780932	-0.685127314357495	0.082140013188835	1	23
1	1.85172067330435	0.784573350223205	-0.671916392931532	1	23
1	-0.719550942376559	-0.078289721882091	0.343775379313489	1	23
1	0.777890705830448	1.92321342762267	-0.693263760649702	1	23
1	-0.54005634044809	0.964177784397286	-0.00682046287084	1	23
1	-0.231161904278555	-0.088413791999841	-0.44527386232865	1	23
1	-0.874171580176236	0.528141178375489	-1.70555606191333	1	23
1	-0.763189876337286	-0.458820327746142	-1.14475555253072	1	23
1	-0.251830522245083	0.821018269895829	-0.398518262457482	1	23
1	1.50407874758286	-0.957286060417286	-0.084002849111252	1	23
1	-0.757927163202238	0.225345088267126	-1.5582509236477	1	23
1	-0.185325608619327	5.07771091650549	-1.01795988621988	1	23
1	-0.876517393013277	4.05619792063748	0.002419210319847	1	23
1	-1.15772721104152	-0.596116556399731	-1.077330011208	1	23
1	0.246382856777405	-0.360571031861279	0.29536686412281	1	23
1	-0.495718067163374	0.478789188544375	0.951625216673729	1	23
1	-1.56924451578038	0.03529362866901	1.49841402257854	1	23
1	-1.18257456222384	1.8749926910613	1.34528007735447	1	23
1	-1.17187052388341	0.95433321221984	-0.163632079470456	1	23
1	-0.296391268747064	-1.07228856201457	-1.19765428881454	1	23
1	-0.129749786002312	1.00458636986781	1.26213006529487	1	23
1	-0.132315961752028	0.739660454999431	-0.272989204604138	1	23
1	0.922996652658809	-0.772165422474316	-1.20090256565066	1	23
1	-0.849098122282283	-0.901433566670381	-0.373184732218251	1	23
1	-1.32552088482268	2.14292359879819	-0.355497504141375	1	23
1	-0.798789775567363	-0.251936264044482	1.42924950770944	1	23
1	1.11870356954666	-0.547117284969559	-1.71611240105661	1	23
1	-1.23117093897532	-0.081656550361295	0.053175892993734	1	23
1	0.608704521477155	1.15390162207685	-1.10662130444423	1	23
1	5.64318668257793	-1.78656267227942	-0.160477596925433	1	23
1	-0.890493011636311	-0.110244859530047	0.487914065194493	1	23
1	0.568576073657591	-0.00816422983201	-0.985311957329965	1	23
1	1.1514368618478	1.54064454114091	-0.195893549675062	1	23
1	-0.295844392477743	1.27791724317806	-0.783706685681588	1	23
1	-0.771501566494899	-0.226727800161616	0.152180225871151	1	23
1	-0.128734158803522	1.61364517710802	0.815873706299238	1	23
1	7.63944948027422	-1.754385375311	-1.20769129995634	1	23
1	0.43289154656925	1.79311440674279	1.18911784198259	1	23
1	1.29814764709695	3.10215010319575	-0.640342033578681	1	23
1	-0.743044665821137	-1.32881857914915	1.71146259090392	1	23
1	0.973554944813684	1.57339656880418	-0.964032378511182	1	23
1	-0.930084194920176	1.2683323981037	-1.47893496959733	1	23
1	-0.881605703295084	0.180346146944322	-0.456166590016893	1	23
1	-0.170942856219341	-3.15874912807301	5.15332239305109	1	23
1	-0.003448738627256	1.0644776981324	-0.0808737323264	1	23
1	0.757853344756357	-0.482926322985036	-0.162818973842823	1	23
1	0.129902215648582	1.03033925466342	0.499006059540148	1	23
1	0.503346274060788	-0.027741339050432	4.95812977280242	1	23
1	0.013906968561989	1.52830870729195	0.093603019814038	1	23
1	-0.827444265859991	-0.419555592305477	1.65107835000472	1	23
1	-0.586683703983937	0.875046873652238	-1.19757052874337	1	23
1	1.68405995787829	-0.808983491646649	1.03371785230431	1	23
1	-1.21452872833707	0.223274556074332	-0.772315299616331	1	23
1	1.95727746563951	1.40722805107199	-0.010269668130094	1	23
1	-0.347275345775536	0.433261562888699	-1.67968544509339	1	23
1	1.55189500428576	-0.878710792294766	-1.73787742598821	1	23
1	0.498420287812026	0.157148279781821	-0.360332815210658	1	23
1	-0.661059623208083	0.014380333731169	0.069710148234202	1	23
1	2.22983536825416	0.544424662473883	-0.833005400174676	1	23
1	0.232146331991983	-0.000824384086397	0.726828960405724	1	23
1	1.13953165375562	-1.64685827461265	-0.087812183327309	1	23
1	2.79214997886668	1.99875775975171	2.47590775100095	1	23
1	0.688610509847445	0.430706556317717	-0.247805567898899	1	23
1	-0.668917742374199	-0.415377416754191	0.10504065265044	1	23
1	-0.135105817254934	-2.01447788056291	-1.38223965135614	1	23
1	-0.239135116357334	-0.156910053074325	-0.511422064435107	1	23
1	-0.165434884488719	-2.17114188665696	3.29013386117664	1	23
1	-0.285441186746674	1.33894500917046	1.28407677911822	1	23
1	1.01908103283506	0.980036271635759	-0.22277568350725	1	23
1	-1.25471914314752	-1.51972890597946	-0.174110391369454	1	23
1	0.405012871890726	-0.973812016840274	-1.31926465524535	1	23
1	3.21151936894453	1.61502215895764	1.64494361866576	1	23
1	-0.997403730526006	0.258903511899688	6.44595248834087	1	23
1	0.694027123208521	0.006163245167014	-0.492856094838921	1	23
1	0.126518779896649	-0.589190090581733	-0.853096589868621	1	23
1	-0.622508439255945	2.28869564800988	-0.181023110772327	1	23
1	-0.105827470431382	-0.7240862360472	0.06943660075977	1	23
1	1.42653437216061	0.512567140675664	-0.435118687628964	1	23
1	0.009954256932323	-0.198309995965073	1.22175911950398	1	23
1	0.328659442454462	-0.285038319158841	0.589283290405443	1	23
1	-0.253217147048791	-1.0837086243116	-0.596318391324155	1	23
1	-0.011301281634489	2.1793775459551	1.42360052941364	1	23
1	0.007524521770771	-0.408297185253135	-0.873878390810735	1	23
1	-1.33065626704897	0.937934363896036	-0.326716947823087	1	23
1	0.350332243369753	-0.534114563157682	1.12452299289355	1	23
1	0.944027535301702	0.244129810877181	-0.10191217164439	1	23
1	-1.46155033217669	-0.248461270220782	2.5505762269795	1	23
1	3.17958151168204	0.853126813044849	0.127790890675132	1	23
1	0.425458080760202	-0.21430987212663	-0.010291298790299	1	23
1	0.63474894997687	0.159281957417337	-0.16435783264298	1	23
1	4.33731620567735	-0.415576280567154	0.255184461729973	1	23
1	-0.628371251768253	1.18352788365466	-0.495551897319379	1	23
1	-0.170056941280233	-1.45943644693849	1.79106285818393	1	23
1	0.905289652248235	-1.18090701632861	-0.465274156380783	1	23
1	1.06572029305255	0.63728307812508	0.281301385510539	1	23
1	2.85831131614519	1.21823418679558	0.274988629706276	1	23
1	1.17040883784166	0.116124316091488	1.83826319857048	1	23
1	-0.288211112944121	3.02142341288	0.242437098838927	1	23
1	0.835068013163338	-0.97805323666163	-0.262271195260937	1	23
1	1.60276495925676	-1.04200036615858	-0.520239706472109	1	23
1	2.50287855295285	-0.093209177035444	0.106686164928305	1	23
1	-0.559604974540504	0.652233891561205	-0.205002339878256	1	23
1	2.31937447470632	0.354932011070121	0.068119926467395	1	23
1	-0.75258242802938	-0.286128862235382	-0.146129067915544	1	23
1	-0.59917351679458	-0.382489883700368	-0.643157958510524	1	23
1	-0.271990624712476	0.602940547027758	-0.234717936194237	1	23
1	-1.33068290866987	2.08000378892997	0.870578971667601	1	23
1	3.64064995312712	-0.860954564341269	-1.5868410032692	1	23
1	-0.846759155227983	1.19852130074845	-1.29664032653813	1	23
1	-1.26866495894975	1.04467409482922	-0.878364228570526	1	23
1	-0.391392629408029	2.02923425896422	-3.40853777630042	1	24
1	-0.849223308727503	1.50806167877579	1.13286599175756	1	24
1	0.092813320759816	-1.07680928943377	-1.93404556631056	1	24
1	0.592686010256997	-0.482818499781979	-1.92045652149242	1	24
1	-0.86796265689274	-1.93934595834251	-1.20414231459689	1	24
1	-1.14930802718828	-0.331511297270616	-4.05921428844311	1	24
1	-0.298910827899488	-0.142113804592556	-1.10432460703422	1	24
1	-0.18553765227896	-0.899490482690185	0.092684610334435	1	24
1	0.68377088734812	-1.89372792453321	-0.504708691658141	1	24
1	-0.380366472532205	1.77321176924904	0.035731429808502	1	24
1	-1.90213925884834	-0.153353720953357	-0.540789737777211	1	24
1	2.51957159550646	3.3863169854973	3.61863232431039	1	24
1	-1.50440373076778	-0.468416676344348	-1.80891854310932	1	24
1	-0.467978090829111	1.69872171691945	-1.39684568582973	1	24
1	-1.87370076294191	-1.2987306286191	-5.29448960302944	1	24
1	1.82026923457629	-0.619772353025861	-0.778551461437924	1	24
1	-0.379969310326982	-1.52129709211646	0.852768777101257	1	24
1	-1.16575453481932	-0.599248855479754	0.356485936241688	1	24
1	0.335198444892323	-0.295545706719671	-1.73020197266339	1	24
1	-0.176176757969521	0.36808678265222	-2.40379216221966	1	24
1	-1.60044369395224	0.28610358974179	-0.030385525642375	1	24
1	0.028048273668515	-0.108258470861276	-4.30113638425706	1	24
1	0.100189090488836	-0.748931294582454	0.632904654266942	1	24
1	1.52538422842583	1.6367065602724	-0.53487112727584	1	24
1	-0.513236114119477	-1.28272733756216	0.601145384677446	1	24
1	1.05105551051351	-0.229968122901668	0.240997301906359	1	24
1	-0.324368056953473	0.289524748589715	-0.939763231936479	1	24
1	-0.227860109387875	0.090595488463914	-3.80897504931535	1	24
1	-0.241245624010516	-1.07002450403513	-0.805045516646553	1	24
1	-0.790764653632341	-1.16064363222148	-3.72538992861702	1	24
1	-1.10649382662146	-0.336726731896269	0.802164252236388	1	24
1	2.74262556832643	-0.315057043001466	-2.05205908660738	1	24
1	1.65375993925972	0.529415372477921	1.33498176661035	1	24
1	0.898462783794177	1.30712089308334	0.165093669602878	1	24
1	0.839063764229234	-0.157075337913129	0.576253663177477	1	24
1	0.733449394443607	-0.941958787081925	0.348217841324765	1	24
1	0.322675942779464	-0.432060180299979	-0.07141655384681	1	24
1	1.63077623531323	-1.23307062488167	-0.07501159385236	1	24
1	1.5547126083295	2.04253639187122	-5.53867708092009	1	24
1	-0.399151757313012	0.689211148046964	-0.953828212217312	1	24
1	-0.124947530903673	-1.01771061896398	-1.45995010962509	1	24
1	0.426546838910851	0.2051297264562	-0.349308033824131	1	24
1	-0.448466333433018	-1.61661651873376	0.553001646312075	1	24
1	0.193277097714887	-1.07919494461979	-0.516301954109214	1	24
1	0.284467418293183	-0.038991106112654	0.164063821335181	1	24
1	-0.340296696894458	0.359678903439507	3.79136581126119	1	24
1	-0.274178691757632	0.5936209982259	-1.33069973630354	1	24
1	0.471437695986517	-1.08311173369059	0.258596280907833	1	24
1	-0.623633651319258	-1.22204433871787	-2.44497263575526	1	24
1	0.848722831610926	0.344265340500074	-0.008396493420914	1	24
1	-0.0225604227823	-1.72899961559766	-4.33340027430055	1	24
1	1.257365907744	1.22463842751419	0.456439873185706	1	24
1	0.183015520950588	1.91665182140279	-3.09511372923635	1	24
1	-0.902675078520307	1.01683344955582	-2.42875041377494	1	24
1	-0.534692721504133	-0.91334254640851	-1.80459333413197	1	24
1	-0.276432506071102	3.58753291171524	-3.33711617592207	1	24
1	-0.283844461478075	0.521429642679953	-3.39914281861436	1	24
1	-0.124549260307497	0.106605808675204	-0.381823418516774	1	24
1	1.40559488745686	-0.261467811208678	-4.03179097568534	1	24
1	-1.30157168771271	-1.22991961261364	-0.780238984607092	1	24
1	0.355078546185931	-0.775243111704406	-0.097908258955058	1	24
1	0.831489898778232	-0.82127260234339	-0.461171270195871	1	24
1	-0.171433905287275	-0.799948193395595	1.66518822053319	1	24
1	-1.03426500253599	3.12800598112694	-0.956123773927545	1	24
1	-0.014354577122674	1.49274850184145	1.16772477698468	1	24
1	1.03775750368333	0.45242077314974	-1.10429381954032	1	24
1	0.920390432494772	0.238896502978472	-3.16821325398612	1	24
1	-0.512837014766221	0.563591696727795	-0.34398307229161	1	24
1	-0.153717830227989	-1.4697888793021	-0.179947312036254	1	24
1	0.295390650808596	1.56390159239654	1.42748218821032	1	24
1	-0.328743197700849	-1.64959723435788	-0.585109888194977	1	24
1	-0.925539416898487	-0.888646809068695	-2.32569391234065	1	24
1	-0.147520459593788	2.09452478285645	0.133554899343442	1	24
1	-0.769336235146639	-0.465397187593735	-0.04394762006768	1	24
1	-0.968961147942158	-1.62963279242786	-0.415162338036432	1	24
1	0.675121163602267	-0.516493450263311	0.626101529071749	1	24
1	1.53036246780975	1.12489426577585	0.00613434126038	1	24
1	-0.558773010580103	-0.463217349628406	0.397857172684419	1	24
1	0.299923005415821	1.6018479168274	-0.228622545366929	1	24
1	-0.092836716781122	-0.454257735952045	-1.21240348915782	1	24
1	-0.860894918275299	0.904069946086076	-2.79348930728564	1	24
1	-0.549652711543615	3.16291856696708	0.285051098071935	1	24
1	1.76714090722326	1.15455902944266	1.50718037464985	1	24
1	0.412763159750745	-0.359232471663705	-1.89361672491225	1	24
1	0.289892299585222	-0.520501357933588	1.11649520216344	1	24
1	-0.224113923056435	-0.581126282028384	-0.211167384958101	1	24
1	0.129061427299633	-1.04555927799416	0.260780069618618	1	24
1	-0.833311414405993	-1.04367304439091	0.159843207173207	1	24
1	2.08103196018251	-1.09289702807694	1.6957131198061	1	24
1	-1.12583012315888	0.377121982953263	0.225216917076768	1	24
1	-0.716808279956847	-1.49829675824589	0.551871972193437	1	24
1	-0.583145365241482	0.49344929406314	-0.475291299911829	1	24
1	0.837828771789826	-2.19695772572164	0.048453234218352	1	24
1	-0.120963694219024	-0.334779551710037	-2.00291702759739	1	24
1	-0.45770695092293	3.58866255242994	3.15785902239437	1	24
1	0.377020464879416	0.463641700399063	-0.689542388185153	1	24
1	0.786294448962855	-0.520663854149456	1.16112144417928	1	24
1	0.776338978384059	-0.523256238104159	0.464292006946724	1	24
1	3.12997100810696	1.37248205828093	-1.01262686043891	1	24
1	0.653557780184083	0.62487595747376	-1.69087166044043	1	24
1	-1.05350502270329	4.08948383132456	-3.62194412903707	1	24
1	0.722926521804773	-1.18497986867402	1.25727028586563	1	24
1	-0.399540898048497	-0.637464550972309	-2.27121901416356	1	24
1	0.301659266542632	1.8231751760426	1.19312565362553	1	24
1	2.51898074764231	0.166664396659657	-1.21928000410665	1	24
1	0.300746470810957	2.3300598093038	-0.789825487499629	1	24
1	-0.382947849345345	-1.09225737391194	1.99299160917263	1	24
1	-0.567907272434555	-0.480127415786923	-1.58197688219169	1	24
1	0.949521558688012	-0.213318985798413	-2.48770832332935	1	24
1	0.664789518144119	-0.008697036279068	-1.79662560357737	1	24
1	1.47188838038989	-0.800994123159721	-0.023374002748953	1	24
1	0.758496351446492	-0.674488137302175	0.113771361617756	1	24
1	-0.417111077069404	4.83937753988148	-0.18866698294572	1	24
1	-0.096768731185022	-1.72107843944308	-1.07125959462345	1	24
1	0.531676214741091	-0.335655850939138	-1.63769191087066	1	24
1	-0.311420255229402	-1.5885354184002	0.409338783783232	1	24
1	-0.5194665973423	-1.35421312361551	0.14587210374498	1	24
1	-0.65564658360097	1.78787485074341	-1.01277797143976	1	24
1	1.76149502745691	0.859897517225778	-0.170909543393291	1	24
1	-0.359184370982865	0.632890808516273	-0.879032747909206	1	24
1	-0.342530746250685	-0.139118354649682	1.96228649048923	1	24
1	-0.562730183851993	0.067090381061032	-1.28300332281695	1	24
1	1.2139299920377	-0.193183994303877	1.79421520777119	1	24
1	1.00270724556842	-0.151476382254985	1.75318695991132	1	24
1	0.197568898581301	-0.474363700489815	0.474241531263954	1	24
1	-0.802353399113259	-1.49843668464765	-0.194282728673322	1	24
1	0.157001887146072	4.10738466886836	-0.336021541141376	1	24
1	-0.400481477809928	-1.01200285064719	-1.37436794681178	1	24
1	-1.03964018167974	2.96230992522723	0.701835357252533	1	24
1	0.183087990607078	-0.68739461837779	-0.242807357401514	1	24
1	-0.844234839872549	0.004337759557705	0.645433486411563	1	24
1	-0.705487449179108	-0.445375028553532	1.03915673121165	1	25
1	-0.615327539812448	-0.266352413958872	-0.98208524300388	1	25
1	0.638028582000496	0.422446095186034	0.141159074125619	1	25
1	-1.31101295307228	-0.408449661878121	-2.2758730285799	1	25
1	-0.785006052705506	-1.27612768775916	1.33616556921542	1	25
1	1.35618369452203	-1.43004828897924	0.261577343198074	1	25
1	1.44170234650804	-0.240047748313405	0.135528593714179	1	25
1	0.744146645659321	-1.60498950283927	-0.883817847220747	1	25
1	-0.701498598296892	0.155274810265195	-1.98792813825543	1	25
1	-0.0420398703773	-0.493206220594035	1.27037438645635	1	25
1	0.086336761273423	-0.027268938582033	-0.229066965414737	1	25
1	2.5917706316849	-0.764020112925964	-0.477806515373689	1	25
1	0.180017555478933	-0.435068729612922	0.938107950724811	1	25
1	1.40418703420588	3.28862261267493	-0.79437548652591	1	25
1	-0.263	-1.43	-1.09	1	25
1	-0.126734330464366	-0.530322170656674	-1.21108489344334	1	25
1	1.02127638019044	-1.12640209180943	-0.084615451875144	1	25
1	0.118545113038868	0.784680478956517	0.42961822670395	1	25
1	0.05789186232992	1.24585287724881	-0.124019321211438	1	25
1	2.44188624989127	1.27034936449645	0.11653361128339	1	25
1	0.601621560222385	-0.36230392783922	-0.924076803306867	1	25
1	1.38504023022908	-1.81626815603307	-2.14134818261577	1	25
1	-0.447353914673407	-0.56161190951883	1.42791502060954	1	25
1	-0.092538377514769	-0.073785494680347	2.29098937832135	1	25
1	0.116922883394792	-0.69954318323382	1.4879052256286	1	25
1	-2.15346784570934	-2.30298981894599	-1.07159974508686	1	25
