"Type (Control=0, Stress=1)",Beta power,"Anxiety (Low=0, High=1)",,,,,,,,Participant number
0,-0.984733228714525,1,,,,,,,,11
0,-1.28910940437558,1,,,,,,,,11
0,-1.22796156183186,1,,,,,,,,11
0,-0.950925484728344,1,,,,,,,,11
0,-1.13032111620308,1,,,,,,,,11
0,-1.05942604309547,1,,,,,,,,11
0,-0.786637032394522,1,,,,,,,,11
0,-0.76671886299,1,,,,,,,,11
0,-1.23124719109663,1,,,,,,,,11
0,-1.10003467457884,1,,,,,,,,11
0,-0.989475822505478,1,,,,,,,,11
0,-0.926923778905086,1,,,,,,,,11
0,-1.11083656185841,1,,,,,,,,11
0,-0.905812095687782,1,,,,,,,,11
0,-0.856024034322801,1,,,,,,,,11
0,-0.932724441264815,1,,,,,,,,11
0,-1.03645217890095,1,,,,,,,,11
0,-1.18369729591868,1,,,,,,,,11
0,-1.15489791844544,1,,,,,,,,11
0,-1.25252996414676,1,,,,,,,,11
0,-1.16581288038342,1,,,,,,,,11
0,-1.37638698935808,1,,,,,,,,11
0,-0.655681265918495,1,,,,,,,,11
0,-1.06009318288757,1,,,,,,,,11
0,-1.36233439573999,1,,,,,,,,11
0,-1.15173978581262,1,,,,,,,,11
0,-1.36834687686897,1,,,,,,,,11
0,-1.42219648145751,1,,,,,,,,11
0,-1.13613363352255,1,,,,,,,,11
0,-1.32550720970251,1,,,,,,,,11
0,-1.43039235983112,1,,,,,,,,11
0,-1.16673348395364,1,,,,,,,,11
0,-1.36899126963501,1,,,,,,,,11
0,-1.35661167954732,1,,,,,,,,11
0,0.051740599460405,1,,,,,,,,11
0,-0.694293758662258,1,,,,,,,,11
0,-0.931108315856189,1,,,,,,,,11
0,-1.20202325544483,1,,,,,,,,11
0,-1.36197794108546,1,,,,,,,,11
0,-1.37083736788612,1,,,,,,,,11
0,-1.24148211310432,1,,,,,,,,11
0,-1.23188872046566,1,,,,,,,,11
0,-1.13071196836896,1,,,,,,,,11
0,-1.15085116249956,1,,,,,,,,11
0,-1.22157896048423,1,,,,,,,,11
0,-1.5641614581064,1,,,,,,,,11
0,-1.48715864003033,1,,,,,,,,11
0,-1.14305163165287,1,,,,,,,,11
0,-1.25639661891588,1,,,,,,,,11
0,-1.48998930018863,1,,,,,,,,11
0,-1.42881526426764,1,,,,,,,,11
0,-0.6832808654834,0,,,,,,,,12
0,-0.949319356129875,0,,,,,,,,12
0,-0.887144438881797,0,,,,,,,,12
0,-0.935562353829249,0,,,,,,,,12
0,-1.28172362920209,0,,,,,,,,12
0,-0.899177971866485,0,,,,,,,,12
0,-0.72596802560252,0,,,,,,,,12
0,-0.804534533906711,0,,,,,,,,12
0,-1.13553800759966,0,,,,,,,,12
0,-0.907484531830846,0,,,,,,,,12
0,-1.026274815061,0,,,,,,,,12
0,-0.716924768394809,0,,,,,,,,12
0,-0.639093963217141,0,,,,,,,,12
0,-0.8459507560135,0,,,,,,,,12
0,-1.07673057571635,0,,,,,,,,12
0,-1.01176065793591,0,,,,,,,,12
0,-0.489217236535696,0,,,,,,,,12
0,-0.927145628086293,0,,,,,,,,12
0,-1.04861479189722,0,,,,,,,,12
0,-1.13656797132017,0,,,,,,,,12
0,-1.17184652412654,0,,,,,,,,12
0,-1.18851886723012,0,,,,,,,,12
0,-0.303852302532697,0,,,,,,,,12
0,-0.308578872344175,0,,,,,,,,12
0,-0.703193485943248,0,,,,,,,,12
0,-1.01579390732797,0,,,,,,,,12
0,-0.597365612549957,0,,,,,,,,12
0,-0.444623392594059,0,,,,,,,,12
0,0.268936262540335,0,,,,,,,,12
0,2.74386433126747,0,,,,,,,,12
0,-0.635323151478313,0,,,,,,,,12
0,-0.791046691599356,0,,,,,,,,12
0,-0.019877229286892,0,,,,,,,,12
0,-1.04963140882664,0,,,,,,,,12
0,-0.967322060156245,0,,,,,,,,12
0,-0.341994351208829,0,,,,,,,,12
0,-0.812376454704983,0,,,,,,,,12
0,-0.269546899158055,0,,,,,,,,12
0,-0.627423898250642,0,,,,,,,,12
0,-0.617042969183821,0,,,,,,,,12
0,-0.818431550912933,0,,,,,,,,12
0,-0.8722111965644,0,,,,,,,,12
0,-0.171212469747022,0,,,,,,,,12
0,-0.408752849137916,0,,,,,,,,12
0,-0.882886394134378,0,,,,,,,,12
0,-0.418651163681747,0,,,,,,,,12
0,-0.248025304649504,0,,,,,,,,12
0,-0.627373160211392,0,,,,,,,,12
0,0.40285773804646,0,,,,,,,,12
0,-0.33673554342399,0,,,,,,,,12
0,-0.522420896932976,0,,,,,,,,12
0,-0.592654862685246,0,,,,,,,,12
0,-0.899743455702856,0,,,,,,,,12
0,-0.906379187181916,0,,,,,,,,12
0,0.159778413504977,0,,,,,,,,12
0,0.09172068348949,0,,,,,,,,12
0,0.062011431857946,0,,,,,,,,12
0,0.217460572756932,0,,,,,,,,12
0,-0.46189123520795,0,,,,,,,,12
0,-0.942762036314641,0,,,,,,,,12
0,-0.353696668330343,0,,,,,,,,12
0,-1.21839861699949,0,,,,,,,,12
0,-0.72969844773634,0,,,,,,,,12
0,0.12636827679741,0,,,,,,,,12
0,-0.252914646925949,0,,,,,,,,12
0,-0.4450293487535,0,,,,,,,,12
0,-0.931234343350226,0,,,,,,,,12
0,0.347843073025701,0,,,,,,,,12
0,-0.269095625507824,0,,,,,,,,12
0,-0.106591835074738,0,,,,,,,,12
0,-0.466773061909848,0,,,,,,,,12
0,-0.837796698300343,0,,,,,,,,12
0,-1.03069666395685,0,,,,,,,,12
0,-0.700252077824088,0,,,,,,,,12
0,-0.999516798137522,0,,,,,,,,12
0,-0.952596716048726,0,,,,,,,,12
0,-0.967852774360031,0,,,,,,,,12
0,-0.456760722134342,0,,,,,,,,12
0,-0.877950677110903,0,,,,,,,,12
0,-1.0670746090912,0,,,,,,,,12
0,-0.993897528526896,0,,,,,,,,12
0,-0.885426463607413,0,,,,,,,,12
0,-0.574196454986724,0,,,,,,,,12
0,-0.509160975159787,0,,,,,,,,12
0,0.126793381086372,0,,,,,,,,12
0,-0.577304103116958,0,,,,,,,,12
0,-0.644588680330141,0,,,,,,,,12
0,0.147816720489521,0,,,,,,,,12
0,0.040622320773555,0,,,,,,,,12
0,-0.120183883857993,0,,,,,,,,12
0,-0.900215992673624,0,,,,,,,,12
0,-0.895544394341044,0,,,,,,,,12
0,0.097508466543402,0,,,,,,,,12
0,-0.361050176549582,0,,,,,,,,12
0,-1.03270388414143,0,,,,,,,,12
0,-0.82254629906185,0,,,,,,,,12
0,-0.625675997982836,0,,,,,,,,12
0,-0.778362083289692,0,,,,,,,,12
0,-0.643119826948443,0,,,,,,,,12
0,-0.678522926957265,0,,,,,,,,12
0,-0.328010239187822,0,,,,,,,,12
0,-0.837421184134824,0,,,,,,,,12
0,-0.727105295113582,0,,,,,,,,12
0,-0.481718766067808,0,,,,,,,,12
0,-0.195380346292906,0,,,,,,,,12
0,-0.586032187479068,0,,,,,,,,12
0,-0.222374261032832,0,,,,,,,,12
0,-0.724576427913801,0,,,,,,,,12
0,-0.2507287127204,0,,,,,,,,12
0,-0.131356479447525,0,,,,,,,,13
0,-0.066558475848883,0,,,,,,,,13
0,-0.24972183360808,0,,,,,,,,13
0,0.10474936754782,0,,,,,,,,13
0,-0.263777474338907,0,,,,,,,,13
0,-0.209624883799389,0,,,,,,,,13
0,-0.056827020840999,0,,,,,,,,13
0,-0.104208046451972,0,,,,,,,,13
0,-0.012071376957535,0,,,,,,,,13
0,-0.025989639926921,0,,,,,,,,13
0,0.211256692260574,0,,,,,,,,13
0,0.126450620248916,0,,,,,,,,13
0,-0.3437071526955,0,,,,,,,,13
0,0.008757398893027,0,,,,,,,,13
0,-0.295134759455393,0,,,,,,,,13
0,-0.003564340369884,0,,,,,,,,13
0,-0.027118739690409,0,,,,,,,,13
0,-0.104211497329528,0,,,,,,,,13
0,0.785886527368244,0,,,,,,,,13
0,-0.16316783109201,0,,,,,,,,13
0,-0.137831849692833,0,,,,,,,,13
0,0.028863950900719,0,,,,,,,,13
0,0.32970874704307,0,,,,,,,,13
0,-0.22300971389638,0,,,,,,,,13
0,0.057028248412472,0,,,,,,,,13
0,-0.169963098042618,0,,,,,,,,13
0,-0.241695362512917,0,,,,,,,,13
0,-0.067579625332276,0,,,,,,,,13
0,0.236813389066166,0,,,,,,,,13
0,-0.035138166027058,0,,,,,,,,13
0,0.023685793335994,0,,,,,,,,13
0,-0.150684631013025,0,,,,,,,,13
0,-0.136761202432309,0,,,,,,,,13
0,-0.038724916206231,0,,,,,,,,13
0,-0.134377120929291,0,,,,,,,,13
0,-0.326228129910158,0,,,,,,,,13
0,-0.024230511975356,0,,,,,,,,13
0,-0.183992463563009,0,,,,,,,,13
0,-0.197911841292911,0,,,,,,,,13
0,-0.25443800106717,0,,,,,,,,13
0,-0.16519179555223,0,,,,,,,,13
0,-0.266972491040517,0,,,,,,,,13
0,-0.265192513560952,0,,,,,,,,13
0,-0.208624788194286,0,,,,,,,,13
0,-0.029531470030743,0,,,,,,,,13
0,-0.159691232976396,0,,,,,,,,13
0,-0.282397160745024,0,,,,,,,,13
0,-0.14047016318965,0,,,,,,,,13
0,0.049111616360401,0,,,,,,,,13
0,-0.073382314442829,0,,,,,,,,13
0,-0.083521166579617,0,,,,,,,,13
0,-0.077203476195628,0,,,,,,,,13
0,-0.055661082079078,0,,,,,,,,13
0,0.419937788249837,0,,,,,,,,13
0,-0.06931724554041,0,,,,,,,,13
0,-0.241819657098973,0,,,,,,,,13
0,-0.057324730158852,0,,,,,,,,13
0,-0.230971632355661,0,,,,,,,,13
0,-0.230084351334822,0,,,,,,,,13
0,-0.127871317438431,0,,,,,,,,13
0,-0.195187090181683,0,,,,,,,,13
0,0.145532376851903,0,,,,,,,,13
0,-0.109654952543876,0,,,,,,,,13
0,-0.211457159843213,0,,,,,,,,13
0,-0.060766299827613,0,,,,,,,,13
0,-0.19271645235521,0,,,,,,,,13
0,-0.109153817783951,0,,,,,,,,13
0,-0.07987162995874,0,,,,,,,,13
0,-0.288149552246371,0,,,,,,,,13
0,-0.037465886022433,0,,,,,,,,13
0,-0.163270627150691,0,,,,,,,,13
0,-0.276913820453888,0,,,,,,,,13
0,-0.117766639604628,0,,,,,,,,13
0,-0.085222723948777,0,,,,,,,,13
0,0.041784268303129,0,,,,,,,,13
0,-0.25427789815905,0,,,,,,,,13
0,-0.154298482233828,0,,,,,,,,13
0,-0.135926891327644,0,,,,,,,,13
0,-0.247097268845925,0,,,,,,,,13
0,0.276888801537312,0,,,,,,,,13
0,-0.15673090347558,0,,,,,,,,13
0,-0.034001307284338,0,,,,,,,,13
0,-0.011036509302183,0,,,,,,,,13
0,-0.204407315734649,0,,,,,,,,13
0,0.024493662636129,0,,,,,,,,13
0,0.022869403898859,0,,,,,,,,13
0,-0.015154807349888,0,,,,,,,,13
0,-0.203555494400789,0,,,,,,,,13
0,0.192281939525941,0,,,,,,,,13
0,-0.013269099016962,0,,,,,,,,13
0,-0.046780607864095,0,,,,,,,,13
0,-0.178094262470353,0,,,,,,,,13
0,-0.289058234118174,0,,,,,,,,13
0,0.071159734426366,0,,,,,,,,13
0,-0.025306983453552,0,,,,,,,,13
0,-0.085010294778998,0,,,,,,,,13
0,0.001428674746598,0,,,,,,,,13
0,-0.021491362387761,0,,,,,,,,13
0,0.173587619297165,0,,,,,,,,13
0,-0.349626982338956,0,,,,,,,,13
0,-0.263660451592542,0,,,,,,,,13
0,0.015515567622795,0,,,,,,,,13
0,-0.2116751592678,0,,,,,,,,13
0,-0.049402643078528,0,,,,,,,,13
0,-0.086766141849746,0,,,,,,,,13
0,-0.070103630468131,0,,,,,,,,13
0,-0.185592948271844,0,,,,,,,,13
0,0.054852457945682,0,,,,,,,,13
0,-0.266445794974223,0,,,,,,,,13
0,-0.187170923247542,0,,,,,,,,13
0,-0.113454935131958,0,,,,,,,,13
0,-0.275032154238388,0,,,,,,,,13
0,-0.111627649396822,0,,,,,,,,13
0,0.171356452841127,0,,,,,,,,13
0,-0.124053847941179,0,,,,,,,,13
0,-0.143247419975969,0,,,,,,,,13
0,0.030562878465754,0,,,,,,,,13
0,-0.060373994015409,0,,,,,,,,13
0,-0.11240077727738,0,,,,,,,,13
0,-0.197600649900761,0,,,,,,,,13
0,-0.110595132840695,0,,,,,,,,13
0,-0.074778663269472,0,,,,,,,,13
0,-0.10206197525098,0,,,,,,,,13
0,-0.140589551750124,0,,,,,,,,13
0,-0.17432911123117,0,,,,,,,,13
0,-0.251864876074586,0,,,,,,,,13
0,-0.079440860518414,0,,,,,,,,13
0,0.331168140810159,0,,,,,,,,13
0,0.051249809618397,0,,,,,,,,13
0,-0.202736370152718,0,,,,,,,,13
0,0.086338230447029,0,,,,,,,,13
0,-0.05555394262934,0,,,,,,,,13
0,0.058140291133416,0,,,,,,,,13
0,0.124436245610405,0,,,,,,,,13
0,-0.249308393694131,0,,,,,,,,13
0,0.137810218044671,0,,,,,,,,13
0,0.023964973218241,0,,,,,,,,13
0,-0.032322227369862,0,,,,,,,,13
0,-0.139089374331702,0,,,,,,,,13
0,-0.051326066980501,0,,,,,,,,13
0,0.403718636308163,0,,,,,,,,13
0,0.121042739926219,0,,,,,,,,13
0,-0.025716371582863,0,,,,,,,,13
0,-0.32093796529873,0,,,,,,,,14
0,-0.484488798892586,0,,,,,,,,14
0,-0.466723076896593,0,,,,,,,,14
0,-0.148074585145247,0,,,,,,,,14
0,-0.50851602118515,0,,,,,,,,14
0,-0.41576194882902,0,,,,,,,,14
0,-0.58736234652355,0,,,,,,,,14
0,-0.297576013777514,0,,,,,,,,14
0,-0.330250272314613,0,,,,,,,,14
0,-0.235423399963695,0,,,,,,,,14
0,-0.4634199163129,0,,,,,,,,14
0,-0.472506100866666,0,,,,,,,,14
0,-0.466744995176213,0,,,,,,,,14
0,-0.619581371829608,0,,,,,,,,14
0,-0.424162398951146,0,,,,,,,,14
0,-0.498992748416312,0,,,,,,,,14
0,-0.324583224467552,0,,,,,,,,14
0,-0.508981934660407,0,,,,,,,,14
0,-0.150249732628289,0,,,,,,,,14
0,-0.495382778690287,0,,,,,,,,14
0,-0.535920204362534,0,,,,,,,,14
0,-0.451452876036526,0,,,,,,,,14
0,-0.551111366312951,0,,,,,,,,14
0,-0.504745824743136,0,,,,,,,,14
0,-0.253844036738944,0,,,,,,,,14
0,-0.516491172104278,0,,,,,,,,14
0,-0.455456997055892,0,,,,,,,,14
0,-0.194467877647662,0,,,,,,,,14
0,-0.443176352538319,0,,,,,,,,14
0,-0.435071042612025,0,,,,,,,,14
0,-0.543126661075071,0,,,,,,,,14
0,-0.259072400410173,0,,,,,,,,14
0,-0.601700512053909,0,,,,,,,,14
0,-0.088341923109461,0,,,,,,,,14
0,-0.415095309135049,0,,,,,,,,14
0,-0.432237767824861,0,,,,,,,,14
0,-0.288372692700479,0,,,,,,,,14
0,-0.566645646416066,0,,,,,,,,14
0,-0.099798506992722,0,,,,,,,,14
0,-0.300997384595212,0,,,,,,,,14
0,-0.283661881758601,0,,,,,,,,14
0,-0.47870474563435,0,,,,,,,,14
0,-0.408885188445872,0,,,,,,,,14
0,-0.620960771124085,0,,,,,,,,14
0,-0.474241706648917,0,,,,,,,,14
0,-0.462803856157785,0,,,,,,,,14
0,-0.420969185414834,0,,,,,,,,14
0,-0.51926811401097,0,,,,,,,,14
0,-0.434236846465834,0,,,,,,,,14
0,-0.245655074671773,0,,,,,,,,14
0,-0.544081005103937,0,,,,,,,,14
0,-0.370381564120376,0,,,,,,,,14
0,-0.457347533356278,0,,,,,,,,14
0,-0.528632893589358,0,,,,,,,,14
0,-0.297940747979401,0,,,,,,,,14
0,-0.438019566887376,0,,,,,,,,14
0,-0.576995515422745,0,,,,,,,,14
0,-0.372822015160557,0,,,,,,,,14
0,-0.250773316681256,0,,,,,,,,14
0,-0.154694156048382,0,,,,,,,,14
0,-0.290289085182884,0,,,,,,,,14
0,0.017355029044728,0,,,,,,,,14
0,-0.414784221671592,0,,,,,,,,14
0,-0.549914862540141,0,,,,,,,,14
0,-0.452081080657212,0,,,,,,,,14
0,-0.060347529757179,0,,,,,,,,14
0,-0.212413692391176,0,,,,,,,,14
0,-0.267063388327276,0,,,,,,,,14
0,-0.326557385961698,0,,,,,,,,14
0,-0.307288334138926,0,,,,,,,,14
0,0.237882060221535,0,,,,,,,,14
0,-0.398511713049402,0,,,,,,,,14
0,-0.36912505470342,0,,,,,,,,14
0,-0.212471785483235,0,,,,,,,,14
0,-0.072219465147554,0,,,,,,,,14
0,-0.30614646431755,0,,,,,,,,14
0,-0.210957108913658,0,,,,,,,,14
0,-0.020159527265694,0,,,,,,,,14
0,-0.07189523611295,0,,,,,,,,14
0,-0.375414464775645,0,,,,,,,,14
0,-0.25821187116979,0,,,,,,,,14
0,-0.160295379408988,0,,,,,,,,14
0,-0.270054455602682,0,,,,,,,,14
0,-0.391097592867352,0,,,,,,,,14
0,-0.329016713665213,0,,,,,,,,14
0,-0.235647886149601,0,,,,,,,,14
0,-0.300223734688342,0,,,,,,,,14
0,-0.1531200833513,0,,,,,,,,14
0,-0.343254751906798,0,,,,,,,,14
0,-0.233754112841428,0,,,,,,,,14
0,-0.469203772713802,0,,,,,,,,14
0,-0.208064880865614,0,,,,,,,,14
0,-0.25846670117872,0,,,,,,,,14
0,-0.341448736376213,0,,,,,,,,14
0,-0.37202386422471,0,,,,,,,,14
0,-0.37022351796294,0,,,,,,,,14
0,-0.039080613002525,0,,,,,,,,14
0,-0.210827658088311,0,,,,,,,,14
0,-0.395752816511846,0,,,,,,,,14
0,-0.222801075852018,0,,,,,,,,14
0,-0.487810093651857,0,,,,,,,,14
0,-0.203459453512135,0,,,,,,,,14
0,-0.303567219184474,0,,,,,,,,14
0,-0.45708406376234,0,,,,,,,,14
0,-0.502404377597376,0,,,,,,,,14
0,-0.440418812736697,0,,,,,,,,14
0,-0.186997328910806,0,,,,,,,,14
0,-0.390675748559097,0,,,,,,,,14
0,-0.271276027998291,0,,,,,,,,14
0,-0.205713422073621,0,,,,,,,,14
0,0.076973912089684,0,,,,,,,,14
0,-0.467923758290919,0,,,,,,,,14
0,-0.272025622224039,0,,,,,,,,14
0,-0.171022189096438,0,,,,,,,,14
0,-0.200128477006532,0,,,,,,,,14
0,-0.27835283973392,0,,,,,,,,14
0,-0.466799786778987,0,,,,,,,,14
0,-0.59309512830498,0,,,,,,,,14
0,-0.351420168742328,0,,,,,,,,14
0,-0.285625639430894,0,,,,,,,,14
0,-0.064169949982913,0,,,,,,,,14
0,-0.409263227868266,0,,,,,,,,14
0,-0.463787477563968,0,,,,,,,,14
0,-0.384784209098057,0,,,,,,,,14
0,-0.505022060309858,0,,,,,,,,14
0,-0.452927030194306,0,,,,,,,,14
0,-0.532084034186662,0,,,,,,,,14
0,-0.375244021450821,0,,,,,,,,14
0,-0.595341875777219,0,,,,,,,,14
0,-0.30444719866187,0,,,,,,,,14
0,-0.361715921840604,0,,,,,,,,14
0,-0.376675547870249,0,,,,,,,,14
0,-0.422360854021265,0,,,,,,,,14
0,-0.529539276882832,0,,,,,,,,14
0,-0.482101686394887,0,,,,,,,,14
0,-0.373119540417945,0,,,,,,,,14
0,-0.364959427929786,0,,,,,,,,14
0,-0.304837798465954,0,,,,,,,,14
0,-0.487232593296162,0,,,,,,,,14
0,-0.380488653776059,0,,,,,,,,14
0,-0.441916890875961,0,,,,,,,,14
0,-0.407724167823756,0,,,,,,,,14
0,-0.47198132045912,0,,,,,,,,14
0,-0.336511041741584,0,,,,,,,,14
0,-0.521601067054239,0,,,,,,,,14
0,-0.30182195433031,0,,,,,,,,14
0,-0.200639093209378,0,,,,,,,,14
0,-0.087831739673754,0,,,,,,,,14
0,-0.414856683124415,0,,,,,,,,14
0,-0.253263724196065,0,,,,,,,,14
0,-0.476170699893061,0,,,,,,,,14
0,-0.57220748274143,0,,,,,,,,14
0,-0.580176760505411,0,,,,,,,,14
0,-0.235988276264539,0,,,,,,,,14
0,-0.451683941602095,0,,,,,,,,14
0,-0.515339524495807,0,,,,,,,,14
0,-0.269739267159869,0,,,,,,,,14
0,-0.406324948237737,0,,,,,,,,14
0,-0.245862056306961,0,,,,,,,,14
0,-0.394185930716649,0,,,,,,,,14
0,-0.4127233913103,0,,,,,,,,14
0,-0.416661860332274,0,,,,,,,,14
0,-0.544016731462195,0,,,,,,,,14
0,-0.613019228575708,0,,,,,,,,14
0,-0.341446050931533,0,,,,,,,,14
0,-0.548377318945442,0,,,,,,,,14
0,-0.537306145023307,0,,,,,,,,14
0,-0.386433611371764,0,,,,,,,,14
0,-0.215498838435137,0,,,,,,,,14
0,-0.167750133012737,0,,,,,,,,14
0,-0.310792081506286,0,,,,,,,,14
0,-0.187153180791612,0,,,,,,,,14
0,-0.533198509823401,0,,,,,,,,14
0,-0.311326498462802,0,,,,,,,,14
0,-0.298261794765097,0,,,,,,,,14
0,-0.442313843604481,0,,,,,,,,14
0,-0.307254781173518,0,,,,,,,,14
0,-0.288321755523711,0,,,,,,,,14
0,-0.192811530869254,0,,,,,,,,14
0,-0.49770643460685,0,,,,,,,,14
0,-0.306810336459186,0,,,,,,,,14
0,-0.275088365932537,0,,,,,,,,14
0,0.058547569138971,0,,,,,,,,14
0,-0.348626880589765,0,,,,,,,,14
0,-0.114100586910826,0,,,,,,,,14
0,-0.133662483490093,0,,,,,,,,14
0,-0.240590968849744,0,,,,,,,,14
0,-0.197777629754305,0,,,,,,,,14
0,-0.413588227501786,0,,,,,,,,14
0,-0.311163224853333,0,,,,,,,,14
0,-0.285597205849906,0,,,,,,,,14
0,-0.350714351358202,0,,,,,,,,14
0,-0.086025006847311,0,,,,,,,,14
0,-0.295297980345876,0,,,,,,,,14
0,-0.439199767291964,0,,,,,,,,14
0,-0.343065778674131,0,,,,,,,,14
0,0.033532310532905,0,,,,,,,,14
0,-0.303912163024939,0,,,,,,,,14
0,-0.251488555376534,0,,,,,,,,14
0,-0.210571984446713,0,,,,,,,,14
0,-0.383660898071082,0,,,,,,,,14
0,-0.406289292216261,0,,,,,,,,14
0,-0.41364799674356,0,,,,,,,,14
0,-0.283554816475835,0,,,,,,,,14
0,-0.521431895076959,0,,,,,,,,14
0,-0.392699391542596,0,,,,,,,,14
0,-0.45590400921852,0,,,,,,,,14
0,-0.139211124935398,0,,,,,,,,14
0,-0.138130180640424,0,,,,,,,,14
0,-0.311925824138385,0,,,,,,,,14
0,-0.022643790058274,0,,,,,,,,14
0,-0.333780801155037,0,,,,,,,,14
0,-0.336043193122443,0,,,,,,,,14
0,-0.221234152888252,0,,,,,,,,14
0,-0.283857219514909,0,,,,,,,,14
0,-0.0810012482979,0,,,,,,,,14
0,-0.000233026464247,0,,,,,,,,14
0,0.061653855106653,0,,,,,,,,14
0,-0.411122071832722,0,,,,,,,,14
0,-0.082040895843128,0,,,,,,,,14
0,-0.298683000588274,0,,,,,,,,14
0,0.496053135745488,0,,,,,,,,14
0,-0.0105167339471,0,,,,,,,,14
0,-0.285109186260712,0,,,,,,,,14
0,0.135868619405128,0,,,,,,,,15
0,-0.107786163227388,0,,,,,,,,15
0,-0.174417853968905,0,,,,,,,,15
0,0.074028668355185,0,,,,,,,,15
0,-0.195712797653537,0,,,,,,,,15
0,-0.079944326332972,0,,,,,,,,15
0,0.395296976085145,0,,,,,,,,15
0,-0.210696691194779,0,,,,,,,,15
0,-0.130268638557684,0,,,,,,,,15
0,-0.012783860246698,0,,,,,,,,15
0,0.449654473585774,0,,,,,,,,15
0,-0.137923049958337,0,,,,,,,,15
0,0.051087879146116,0,,,,,,,,15
0,-0.14897564790009,0,,,,,,,,15
0,-0.21988232320736,0,,,,,,,,15
0,-0.172946929592751,0,,,,,,,,15
0,0.043898859955942,0,,,,,,,,15
0,0.015571805302309,0,,,,,,,,15
0,-0.159074546928905,0,,,,,,,,15
0,-0.180525740346478,0,,,,,,,,15
0,-0.026832300958887,0,,,,,,,,15
0,-0.039735432809655,0,,,,,,,,15
0,-0.110912860705108,0,,,,,,,,15
0,-0.126419375403351,0,,,,,,,,15
0,0.191967274018918,0,,,,,,,,15
0,-0.207531014212851,0,,,,,,,,15
0,-0.127615452696698,0,,,,,,,,15
0,0.045499024235109,0,,,,,,,,15
0,-0.070190263130236,0,,,,,,,,15
0,-0.160354968793955,0,,,,,,,,15
0,-0.244752553766145,0,,,,,,,,15
0,-0.16355752167611,0,,,,,,,,15
0,-0.153861536511139,0,,,,,,,,15
0,0.04265600925324,0,,,,,,,,15
0,0.306038798279426,0,,,,,,,,15
0,0.131337319684932,0,,,,,,,,15
0,-0.002962218206356,0,,,,,,,,15
0,0.115262625255287,0,,,,,,,,15
0,0.048858364873207,0,,,,,,,,15
0,0.045301530256479,0,,,,,,,,15
0,-0.095263780203021,0,,,,,,,,15
0,0.347866373745743,0,,,,,,,,15
0,0.131916465276687,0,,,,,,,,15
0,-0.165245130048694,0,,,,,,,,15
0,-0.176648510855303,0,,,,,,,,15
0,-0.068540374536355,0,,,,,,,,15
0,-0.07985634640754,0,,,,,,,,15
0,-0.101988717340682,0,,,,,,,,15
0,-0.073916395172313,0,,,,,,,,15
0,-0.109150644808484,0,,,,,,,,15
0,-0.142303653896024,0,,,,,,,,15
0,-0.106210932236582,0,,,,,,,,15
0,-0.019477316143911,0,,,,,,,,15
0,0.11882783079566,0,,,,,,,,15
0,0.138090873689231,0,,,,,,,,15
0,-0.22848085742604,0,,,,,,,,15
0,0.32962891813517,0,,,,,,,,15
0,-0.066781137390619,0,,,,,,,,15
0,-0.053979060024319,0,,,,,,,,15
0,-0.097155938657743,0,,,,,,,,15
0,0.059693732267541,0,,,,,,,,15
0,-0.087889006837064,0,,,,,,,,15
0,-0.127515259988011,0,,,,,,,,15
0,0.122029235536844,0,,,,,,,,15
0,-0.087860263631297,0,,,,,,,,15
0,-0.219877774736166,0,,,,,,,,15
0,-0.172014166650246,0,,,,,,,,15
0,-0.230693674064068,0,,,,,,,,15
0,-0.10185132748521,0,,,,,,,,15
0,-0.128364744312162,0,,,,,,,,15
0,0.130564935291004,0,,,,,,,,15
0,-0.182456634036564,0,,,,,,,,15
0,-0.158154874814764,0,,,,,,,,15
0,0.068656122145075,0,,,,,,,,15
0,0.123237719954575,0,,,,,,,,15
0,-0.098711156717418,0,,,,,,,,15
0,0.147700153524897,0,,,,,,,,15
0,0.066937810037576,0,,,,,,,,15
0,0.074952274828047,0,,,,,,,,15
0,-0.183554696916727,0,,,,,,,,15
0,0.000984456067822,0,,,,,,,,15
0,-0.17830496985325,0,,,,,,,,15
0,0.10900324481185,0,,,,,,,,15
0,0.325378546998929,0,,,,,,,,15
0,0.119293970584661,0,,,,,,,,15
0,-0.10259175478296,0,,,,,,,,15
0,-0.056430229993284,0,,,,,,,,15
0,0.092264283369218,0,,,,,,,,15
0,-0.090567454231124,0,,,,,,,,15
0,-0.280626890828815,0,,,,,,,,15
0,-0.277141898300569,0,,,,,,,,15
0,-0.115971567679315,0,,,,,,,,15
0,0.108132468721758,0,,,,,,,,15
0,-0.220718923368008,0,,,,,,,,15
0,-0.199104766212977,0,,,,,,,,15
0,-0.203896195584988,0,,,,,,,,15
0,-0.091269807242191,0,,,,,,,,15
0,-0.163663820202404,0,,,,,,,,15
0,-0.164047174162979,0,,,,,,,,15
0,-0.105245266835698,0,,,,,,,,15
0,0.081887524363542,0,,,,,,,,15
0,-0.128479211635738,0,,,,,,,,15
0,0.008256336199914,0,,,,,,,,15
0,-0.096563666374325,0,,,,,,,,15
0,0.212997855452422,0,,,,,,,,15
0,-0.093326141366539,0,,,,,,,,15
0,-0.086117541936928,0,,,,,,,,15
0,0.026431336624199,0,,,,,,,,15
0,-0.228628147146965,0,,,,,,,,15
0,-0.071645741270289,0,,,,,,,,15
0,-0.03146260169191,0,,,,,,,,15
